"Bitcoin","Ethereum"
47313.3514285714,3401.12439110689
47243.9302334575,3394.59812171446
47197.2714285714,3388.81980490376
47207.9457142857,3386.16019331138
47206.3471428572,3381.04851383879
47224.8057142857,3342.82
47197.9257142857,3336.38571428571
47188.6542857143,3329.89666666667
47159.3142857143,3328.00833333333
47149.3985714286,3329.11285714286
47131.3357142857,3329.83571428571
47092.1057142857,3325.97857142857
47086.5671428571,3323.17666666667
47148.2128571429,3321.69142857143
47153.1985714286,3319.61571428571
47092.4085689486,3318.92
47091.8787206571,3311.30857142857
47087.2894558171,3308.54571428571
47079.0742857143,3316.91
47055.5,3314.18571428571
46961.3271428571,3311.35
46958.9275,3310.90833333333
46900.0061967338,3310.45666666667
46960.0714285714,3309.28333333333
46913.8257142857,3305.99142857143
46903.1171428571,3298.79
46885.41875,3298.68142857143
46966.5671428571,3286.58857142857
46929.5628571429,3293.14333333333
46847.3871428571,3287.92428571429
46839.3342857143,3284.75142857143
46861.8314285714,3276.38428571429
46911.51,3284.74
46957.2114285714,3280.74
46886.9575,3272.99571428571
46900.3614285714,3272.17142857143
46907.94,3273.61857142857
46959.4757142857,3279.47714285714
47045.4642857143,3287.54857142857
47008.9457142857,3278.07571428571
47041.5671428571,3277.66142857143
47036.4628571429,3280.83
47014.2514285714,3286.71714285714
47035.4371428571,3289.74
46990.5128571429,3287.53428571429
46998.2785714286,3287.22428571429
46974.7985714286,3286.47714285714
46959.8317766386,3284.56142857143
46934.965,3287.90666666667
46903.6,3283.97714285714
46874.7428571429,3286.16142857143
46893.0842857143,3286.64714285714
46948.5428571429,3285.48142857143
46940.2983333333,3282.75142857143
46892.1153033643,3279.86714285714
46971.0742857143,3277.01857142857
46938.7371428571,3278.68333333333
46928.9027149571,3282.06285714286
46990.84,3283.76666666667
46940.38,3279.40571428571
46965.2357142857,3288.70428571429
46980.55375,3282.43285714286
47052.2585714286,3279.05
47048.7557142857,3283.77833333333
47100.34875,3278.28571428571
47089.54125,3279.66857142857
47081.8557142857,3283.62571428571
47099.57,3292.77571428571
47096.8043013057,3292.50142857143
47071.5314285714,3299.15142857143
47047.0585714286,3297.85571428571
47034.29,3298.89772140667
47032.8166666667,3303.36428571429
47046.1971428571,3302.44
47097.4916596871,3300.45857142857
47089.7485714286,3296.51
47081.52,3296.26571428571
47077.4257142857,3295.82714285714
47018.4871428571,3297.97857142857
47026.0257142857,3303.545
47043.4128571429,3304.52833333333
47045.7085714286,3303.19285714286
47053.1028571429,3301.20142857143
47137.0785714286,3294.73227331714
47158.3857142857,3295.54857142857
47150.4757142857,3296.23
47114.4857142857,3296.44671604714
47092.0691978,3297.80166666667
47104.9985277029,3301.85571428571
47105.4247974857,3303.97801185143
47116.2926968686,3305.26166666667
47104.8142857143,3301.27571428571
47087.54817242,3299.63
47089.2643547914,3300.69142857143
47150.07,3302.40094615429
47166.3957142857,3302.27285714286
47167.6931168829,3302.95
47154.0171428571,3300.26166666667
47155.05,3299.34230915571
47164.8742857143,3305.17857142857
47165.5428571429,3307.49285714286
47141.59,3308.27333333333
47142.9,3306.43571428571
47152.0933333333,3306.79333333333
47151.5576674429,3310.07285714286
47154.2208516986,3310.51428571429
47131.0614285714,3305.30714285714
47115.6042857143,3305.75166666667
47116.9185714286,3308.70571428571
47137.9114285714,3309.89471199429
47170.2342857143,3310.79
47202.75,3306.70428571429
47206.4796547071,3303.8
47194.8171428571,3304.09632505143
47212.6875296614,3306.22333333333
47229.4628571429,3308.46
47272.9242857143,3310.42285714286
47252.3657142857,3308.85740942167
47236.09089384,3308.235
47251.3242857143,3311.14714285714
47203.43,3312.40142857143
47189.38387014,3316.71142857143
47192.1528571429,3314.12285714286
47198.8516666667,3313.27666666667
47188.8628571428,3315.094500755
47191.4579990071,3312.58666666667
47186.8528571429,3311.58833333333
47213.0128571429,3309.96428571429
47196.9171428571,3309.78984125
47215.7042857143,3308.41142857143
47237.8571428571,3308.73661273143
47240.4585714286,3307.95857142857
47217.3062590286,3309.13
47204.0457142857,3305.76714285714
47220.32273928,3306.51166666667
47155.0368071971,3307.68142857143
47146.5614285714,3307.15428571429
47147.3683333333,3303.98142857143
47141.2414285714,3301.34857142857
47106.785,3304.645
47098.9242857143,3296.68714285714
47085.4271428572,3295.38142857143
47097.8214285714,3296.06714285714
47097.6585714286,3295.095
47082.6257142857,3288.92428571429
47066.8128571429,3289.18571428571
46959.1714285714,3287.75142857143
46923.7943527629,3288.21428571429
46921.5528571429,3288.66333333333
46881.9471428571,3285.29142857143
46825.5614285714,3283.58142857143
46897.7225,3280.32742846429
46401.30375,3278.1
46021.7853804775,3276.82428571429
46143.66625,3269.7
46212.8598912113,3269.98571428571
46163.02,3275.23
46086.7175,3243.7298249
46071.50625,3224.61857142857
46055.64375,3223.88968585143
46117.0478540743,3229.55571428571
46026.91375,3228.85428571429
46071.90125,3229.71571428571
45995.43375,3230.40571428571
46024.9125,3224.06571428571
46010.4075,3228.66857142857
46062.9342857143,3223.66714285714
46107.01,3229.80142857143
46109.8785714286,3223.35142857143
46086.8128571429,3223.51857142857
46074.4257142857,3223.78285714286
46038.5228571429,3227.47571428571
46022.6742857143,3231.05428571429
45999.6607449243,3229.84428571429
46051.5185714286,3229.58571428571
46088.3157142857,3228.43400172429
46104.2657142857,3225.64338563
46043.5262230257,3221.68285714286
45957.6885714286,3219.10857142857
46041.4475,3222.47
45891.69625,3222.77857142857
45427.92125,3223.14285714286
45280.49875,3216.62571428571
45586.89125,3206.85
45442.73,3211.28
45437.72375,3184.71571428571
45394.3075,3158.60571428571
45522.17125,3169.50142857143
45532.6828571429,3192.98142857143
45568.69,3187.82571428571
45623.8671428571,3178.87651705857
45600.5314285714,3178.04571428571
45514.8239756186,3188.52571428571
45529.55,3191.00857142857
45553.3675,3190.10571428571
45623.93754789,3192.29335479857
45592.8342857143,3189.83302985714
45607.08,3184.93428571429
45628.7271428571,3187.04285714286
45647.0331640857,3191.68571428571
45713.4980455814,3196.92
45736.6614285714,3197.33428571429
45701.3628571428,3200.2
45694.4985714286,3201.83857142857
45711.7771428571,3204.20142857143
45628.4456398929,3207.44
45643.24875,3210.82714285714
45644.2185714286,3212.73142857143
45553.5257142857,3213.66714285714
45656.4809379157,3214
45693.6157142857,3207.50142857143
45623.5797199629,3210.70714285714
45659.24752971,3209.41857142857
45653.5125,3202.78424730286
45656.7975,3208.74857142857
45605.0042857143,3208.88428571429
45590.0614285714,3203.79142857143
45568.1057142857,3203.83428571429
45524.6771428572,3200.95180674143
45546.9814285714,3202.83428571429
45543.5157142857,3196.33714285714
45595.7158726314,3196.32
45594.2871428571,3193.90714285714
45578.4142857143,3189.44571428571
45605.3830881057,3192.69122375857
45582.3128571429,3195.47285714286
45527.1557142857,3201.14428571429
45529.2314285714,3202.67270045286
45638.7357142857,3200.65142857143
45605.54008204,3206.44833333333
45688.92,3203.49386976857
45642.1314285714,3196.35285714286
45608.2957142857,3196.27
45646.5228571429,3204.20714285714
45643.9214285714,3202.29428571429
45575.14625,3208.52857142857
45570.7714285714,3203.22142857143
45610.3414285714,3198.56
45558.4671428571,3200.14714285714
45496.637792525,3200.71
45513.4757142857,3193.42118179143
45512.135,3192.53285714286
45447.98375,3195.944624715
45522.2808229443,3188.86714285714
45472.3914285714,3188.06462648667
45492.91875,3189.71571428571
45476.26875,3183.49714285714
45434.8533079743,3177.34857142857
45378.4840884525,3183.13056936429
45437.6275941057,3178.02285714286
45467.6256869043,3181.79833333333
45444.2228571429,3179.37640792143
45425.6042857143,3169.2
45374,3169
45426.1712070186,3174.2
45473.4242857143,3177.97142857143
45507.3085714286,3174.47274415143
45538.2307377729,3172.11
45505.0885714286,3165.84142857143
45492.1912335314,3173.17
45530.0842857143,3179.48142857143
45547.25,3182.28857142857
45554.3657142857,3186.36285714286
45567.12,3183.49285714286
45585.38,3180.99857142857
45605.6842857143,3183.71928965857
45609.0423752429,3184.23285714286
45589.9371428571,3186.21571428571
45600.1457142857,3186.92285714286
45578.4957142857,3191.69714285714
45618.7828571429,3193.29857142857
45617.3771428571,3192.84571428571
45650.8057142857,3192.22142857143
45643.1671428571,3193.635
45666.26625,3193.35
45698.2714285714,3196.94714285714
45686.2671428571,3198.93
45700.1771428572,3203.27428571429
45723.2614285714,3203.67285714286
45721.9775,3204.51
45701.49625,3205.71424322857
45691.2214285714,3205.89009120429
45704.1285714286,3206.87857142857
45711.5,3208.37487518286
45678.57875,3207.04714285714
45672.6514285714,3206.09637107143
45652.0764918143,3205.64285714286
45640.18,3205.33
45641.8042857143,3206.48857142857
45673.8371428571,3200.95571428571
45718.08,3199.71857142857
45770.1085714286,3197.38571428571
45732.0271428571,3198.04142857143
45721.0542857143,3198.66371323571
45696.8625,3201.84285714286
45664.01375,3207.92166666667
45663.0128571429,3216.18714285714
45646.5728571428,3209.29142857143
45658.7657142857,3207.27714285714
45668.9042857143,3203.93400430714
45665.70375,3199.63
45693.7171428571,3203.73857142857
45762.6028571429,3200.68428571429
45725.4985714286,3201.21879245857
45716.8085714286,3201.46
45686.7657142857,3200.22571428571
45721.3842857143,3202.86285714286
45725.2485714286,3212.09
45748.3805773343,3208.62142857143
45763.2514285714,3207.33714285714
45764.1414285714,3205.01285714286
45760.16,3209.22738474857
45762.145,3210.28833333333
45768.1357142857,3212.39291928
45807.6071428571,3213.31142857143
45790.5557702928,3212.17285714286
45756.5839884672,3210.94714285714
45749.9671428571,3212.13
45765.50875,3214.45428571429
45764.5657557071,3216.59571428571
45767.5185714286,3215.49714285714
45757.0971428571,3211.02285714286
45761.3014285714,3210.28833333333
45756.4371428571,3213.53285714286
45758.6657142857,3211.83285714286
45760.3471428571,3214.81857142857
45788.5328571429,3211.43142857143
45787.0242857143,3211.03857142857
45811.1557142857,3209.68857142857
45797.9682137286,3209.30714285714
45786.2957142857,3208.98404772714
45768.6921525286,3210.93594584571
45750.5928571429,3211.07833333333
45761.9714285714,3212.96
45757.46,3212.04142857143
45762.8128571429,3211.39
45761.905,3207.73571428571
45750.6814285714,3204.18557975857
45736.9142857143,3204.99
45741.2557142857,3203.99
45732.3516666667,3205.34142857143
45730.3957142857,3204.37253857857
45722.6542857143,3203.58
45661.17375,3202.215
45693.4028571429,3202.99127188143
45731.0146692729,3203.00333333333
45719.1385714286,3202.40285714286
45676.65625,3201.25285714286
45624.6585714286,3194.76142857143
45640.67,3199.98428571429
45669.64625,3204.55857142857
45663.2357142857,3205.04217280857
45664.6885714286,3199.12857142857
45673.61,3194.16571428571
45673.57,3195.19571428571
45748.04,3197.24142857143
45750.12,3195.87428571429
45754.2342857143,3197.46857142857
45730.6014285714,3197.67833333333
45786.86,3197.54
45774.2871428571,3204.77142857143
45771.60625,3204.83571428571
45767.91660373,3205.846
45747.7442857143,3203.82190212286
45738.1285714286,3207.34142857143
45738.2390500671,3208.28571428571
45755.9842857143,3208.775
45698.0128571429,3207.54285714286
45690.6975,3206.23945285143
45687.53375,3203.79
45683.8528571429,3202.35896146143
45690.14125,3203.80160729571
45634.96125,3198.07571428571
45623.7514285714,3197.97833333333
45629.0471428571,3197.13571428571
45651.04625,3197.11714285714
45656.9942857143,3198.61142857143
45640.1725,3188.89857142857
45635.7385714286,3185.82
45556.2285714286,3184.69571428571
45584.0475,3188.65428571429
45644.1085714286,3191.04857142857
45638.3871428571,3188.42641
45659.8741644343,3188.54571428571
45696.1071428571,3183.31428571429
45709.3764275714,3189.50714285714
45684.5371428571,3193.04714285714
45643.0028571428,3191.51
45631.1642857143,3191.90714285714
45623.12125,3193.87142857143
45605.2628571429,3195.66571428571
45580.6895451343,3193.30285714286
45564.2314285714,3188.95571428571
45550.8557142857,3188.82857142857
45575.6571428571,3188.37360562857
45597.7042857143,3183.19142857143
45573.7371428571,3181.01
45535.0657142857,3180.25428571429
45517.4374949671,3180.12571428571
45538.1528571429,3182.54
45536.6215314714,3183.84571428571
45551.0942857143,3181.53392620571
45556.7128014386,3171.48714285714
45543.84875,3173.53142857143
45555.3914285714,3174.36333333333
45511.04651234,3173.93066877857
45503.2757142857,3175.81285714286
45541.3842857143,3175.09437871143
45495.13,3171.56166666667
45488.0014285714,3174.22629718143
45489.9252599671,3168.32091741286
45506.5728571428,3173.63714285714
45557.64125,3181.11142857143
45555.8525,3176.88195571429
45565.7714285714,3172.00571428571
45584.2914285714,3174.52
45585.8057142857,3172.10142857143
45621.0328571429,3180.75
45634.9757628286,3178.00857142857
45705.0939014143,3177.86142857143
45724.9542857143,3179.11857142857
45780.3285714286,3179.92142857143
45740.10625,3184.56142857143
45675.1224279014,3184.72421172167
45719.1328571429,3192.94142857143
45690.81725585,3198.08
45675.0642857143,3201.65714285714
45666.5957949157,3198.42
45635.3128571429,3193.17
45601.8214285714,3194.37493904429
45617.7742857143,3193.58556409143
45625.69674127,3192.22142857143
45670.0985714286,3189.52571428571
45615.3657142857,3182.89590777143
45622.6871428571,3178.88142857143
45609.0357142857,3185.51216258571
45577.85,3183.99428571429
45572.0457142857,3187.27035590833
45556.8085714286,3182.14142857143
45486.6485714286,3182.3
45368.7542857143,3179.79333333333
45459.5657142857,3175.17857142857
45538.6585714286,3173.37
45513.13353486,3173.25428571429
45424.1457142857,3169.67857142857
45450.8314285714,3164.11285714286
45454.2271428571,3167.99
45407.94,3175.51663119286
45391.4528571429,3176.42428571429
45435.9257142857,3170.19857142857
45419.5861622457,3173.92857142857
45411.8657142857,3175.59428571429
45224.92,3168.71714285714
44634.355,3169.75666666667
44774.40625,3171.38
44752.51,3167.95142857143
44755.82875,3164.73571428571
44698.9375,3138.97571428571
44802.4005649587,3111.43428571429
44842.5226150214,3136.30714285714
44755.5111836737,3128.14562876714
44787.0780171387,3127.23428571429
44802.04375,3123.48571428571
44818.0285714286,3131.31428571429
44976.7275,3134.04571428571
44939.41375,3126.13132193143
44880.705,3123.51142857143
44867.4,3122.11
44819.20625,3124.05428571429
44819.2871428571,3133.93571428571
44755.525,3132.77285714286
44765.3710441237,3127.58
44738.2671428571,3125.01142857143
44752.54375,3119.49874823143
44679.99771071,3118.34571428571
44739.7842857143,3114.63857142857
44750.1557142857,3116.33428571429
44782.9265067275,3114.43857142857
44818.3109148963,3113.98574147
44764.8656496625,3109.33571428571
44773.9928571429,3118.18
44737.0071428571,3120.11142857143
44727.61625,3123.74
44873.35125,3126.37428571429
44852.985,3122.43857142857
44841.1371428571,3121.30714285714
44854.65875,3118.66571428571
44907.17,3120.74142857143
45002.5528571429,3130.58428571429
45055.9344723388,3127.88857142857
44984.4716744629,3119.40714285714
45033.47125,3120.80008646429
44976.5314285714,3125.10142857143
44906.6153381414,3130.34714285714
44923.8785714286,3139.00428571429
44920.9371428571,3130.35571428571
44875.90468203,3133.28641150143
44870.6457142857,3122.71428571429
44873.5428571429,3118.13428571429
44934.6885714286,3118.73938166
44963.0371428571,3121.53428571429
44943.69125,3116.06857142857
44968.2128571429,3116.33857142857
44989.04,3112.49156895857
44995.7557142857,3120.72857142857
44996.6885714286,3124.47857142857
44955.6171428571,3123.04714285714
44954.6457142857,3125.36142857143
44946.7057142857,3127.10857142857
44963.6885714286,3129.95571428571
44987.4216175186,3132.01857142857
44959.4057142857,3129.61142857143
44938.0085714286,3129.43142857143
45036.65961364,3128.34714285714
45000.5342857143,3129.81428571429
44984.6971428571,3133.03779849857
45047.1814285714,3129.35857142857
45054.7133934057,3127.24004352714
45090.92511083,3136.52142857143
45068.72,3132.03857142857
45068.9142857143,3132.87142857143
45069.1242857143,3139.51737563143
45100.7057142857,3140.02
45111.0757142857,3145.49857142857
45107.6185714286,3142.06603522857
45069.7985714286,3142.48857142857
45080.8957142857,3143.17571428571
45067.5757142857,3145.43
45022.1171428571,3148.74
44995.7776014357,3149.01571428571
45081.3357142857,3143.33142857143
45050.1485714286,3145.17
45107.92,3143.29285714286
45108,3141.95857142857
45105.78,3139.09720832571
45077.45,3150.49142857143
45044.3428571429,3146.46763233429
45055.3057142857,3158.22714285714
45049.6570906657,3158.1
45011.88,3162.25142857143
45007.1457142857,3156.67
44947.0985714286,3156.63
44958.9157142857,3160.03714285714
44999.1657142857,3157.81
45007.5757142857,3152.80428571429
45045.7428571429,3152.34
45090.47875,3146.40571428571
45102.44375,3150.27833333333
45071.5075,3156.45285714286
45094.0016666667,3153.78719618429
45088.0157142857,3157.60714285714
45086.6026163437,3161.98031639714
45050.4425,3163.10142857143
45071.2242857143,3160.92285714286
45084.22662025,3163.11571428571
45089.8200703886,3162.04064664714
45108.83,3161.85142857143
45164.5042857143,3157.44714285714
45154.1185714286,3158.77571428571
45125.9557142857,3159.07
45134.3614285714,3158.45571428571
45108.5342904443,3160.71428571429
45081.8,3167.51857142857
45084.5328571429,3168.46571428571
45093.8571428571,3164.55908750571
45081.5671428571,3164.49428571429
45068.6142857143,3161.68233361429
45039.7128571429,3157.22714285714
45002.3442857143,3156.77939104
45026.2871428571,3158.58857142857
44966.705,3158.40428571429
44985.8157142857,3157.77166666667
44939.9985714286,3154.11367131143
44961.3128571429,3151.45571428571
45000.3314285714,3153.53428571429
44992.6685714286,3148.41857142857
44943.7114285714,3149.66428571429
44961.54,3145.66285714286
45003.9454313471,3147.44714285714
44992.4536909443,3153.58714285714
44979.5057142857,3151.42285714286
44975.56,3146.85484256143
44959.6028571429,3147.02571428571
44915.2185714286,3152.38714285714
44945.2757142857,3148.88571428571
44950.9185714286,3146.83403404571
44915.4869950314,3145.18428571429
44881.2085714286,3142.42285714286
44920.5985714286,3137.56836584143
44966.3228571428,3142.61
44990.70447005,3144.51857142857
44971.3128571429,3139.76857142857
44929.88,3136.09675406429
44885.2271428571,3139.61857142857
44888.9614285714,3142.05857142857
44841.4648863457,3145.40857142857
44805.24,3142.40428571429
44819.98,3138.87666666667
44836.5971428571,3135.16614523143
44800.3,3134.72
44819.1672989929,3133.47571428571
44835.9842857143,3133.61142857143
44860.75,3134.47285714286
44767.0142857143,3132.89142857143
44781.7428571429,3130.91285714286
44792.6053997562,3134.67285714286
44769.0157142857,3137.04142857143
44766.2657142857,3138.96
44695.8842857143,3132.61428571429
44655.08,3135.33428571429
44666.8171428571,3137.65
44604.25,3137.60857142857
44602.2242857143,3137.32857142857
44841.785,3130.78
45026.56125,3126.94857142857
45136.92625,3125.14714285714
45119.5625,3118.84142857143
45090.81625,3121.73285714286
45259.2557142857,3136.95782579714
45127.7954537113,3159.64428571429
45067.86399092,3163.89
45145.5714285714,3163.22714285714
45092.9985714286,3161.10714285714
45011.3471428571,3176.00571428571
44948.0700869463,3162.98142857143
44888.2,3162.37857142857
44898.35875,3168.25714285714
44895.6475,3164.69285714286
44859.4342857143,3159.56285714286
44900.5757142857,3155.80714285714
44843.99875,3153.3
44690.325,3154.60142857143
44745.01625,3155.02244229857
44685.3907025025,3152.90285714286
44673.6855997786,3160.3
44563.1425,3155.33142857143
44607.385,3145.94428571429
44627.9069136962,3145.03571428571
44575.1171428571,3137.66571428571
44676.97875,3136.66142857143
44646.4928571429,3131.58142857143
44628.2542857143,3133.09571428571
44585.94625,3133.63714285714
44538.9485714286,3129.55571428571
44511.15,3132.51571428571
44620.76875,3128.73857142857
44720.67375,3127.24285714286
44681.4625,3122.06571428571
44755.735,3117.25857142857
44692.215,3117.49428571429
44697.3385714286,3132.90571428571
44757.15125,3136.24
44670.90625,3131.06571428571
44588.28,3137.98142857143
44614.4142857143,3137.93714285714
44615.8245854543,3135.29285714286
44541.71875,3141.88142857143
44562.0642857143,3134.32
44584.1828571429,3127.19
44556.6457142857,3126.44428571429
44494.5875,3127.95571428571
44414.7671428571,3119.90428571429
44352.20375,3119.11428571429
44447.79375,3122.14714285714
44338.20625,3124.37285714286
44376.1085714286,3118.37
44421.1728571429,3113.52857142857
44159.19,3107.76571428571
44365.1293702163,3114.90767662143
44350.6775,3110.34857142857
44348.5167710475,3113.02142857143
44200.415,3118.37857142857
44246.6614285714,3081.63285714286
44257.88902992,3096.95815304429
44323.9714285714,3101.83571428571
44378.79625,3094.66714285714
44336.1771428572,3084.92428571429
44283.1457142857,3088.33
44315.0557142857,3085.23
44388.6675,3089.29571428571
44336.3385624625,3093.78142857143
44280.5971428571,3088.56857142857
44287.5028571429,3081.90285714286
44258.0573010625,3084.15
44181.5985714286,3091.81285714286
44076.2175,3092.52
44147.1524605,3086.00428571429
44115.6014285714,3084.07368014143
43846.69375,3075.78571428571
43890.005,3067.64428571429
44054.95,3049.10857142857
44142.1215199729,3061.37419815714
44084.8949782788,3059.36842721571
44082.1042857143,3050.99428571429
44151.3114285714,3053.35714285714
44162.07875,3064.90714285714
44087.37625,3068.95
43999.82,3066.47714285714
43979.08875,3070.64903622
43876.4423892186,3078.02857142857
43880.3371428571,3072.4
43715.31875,3065.00506094714
43583.295,3058.84428571429
43475.5044193075,3054.14428571429
43662.4016027975,3047.25
43749.4062928138,3047.97621183714
43618.8975,3037.14428571429
43413.1414285714,3028.98142857143
43437.63,3016.31284938143
43558.56875,3040.86
43645.44625,3051.04571428571
43589.6925,3034.34142857143
43534.7557142857,3022.20428571429
43540.2573225,3023.19
43624.5,3037.54857142857
43661.6511688738,3037.07
43727.1167363614,3032.62142857143
43718.08,3028.96857142857
43731.75853049,3030.85571428571
